0,1,2,3,4,5,6,7,8,9
-0.070179954,0.011280985,-0.14857101,0.010527091,-0.084445104,0.0033376534,0.029847082,-0.5039744,0.13928223,-0.034197353
-0.034967847,-0.061868407,0.14499575,-0.0034844656,-0.06462406,0.025721345,0.01952023,0.9584616,1.3991723,-0.0133663975
-0.01727514,-0.034171123,-0.12950918,0.0093716495,-0.040598504,-0.012192809,0.02313175,0.6648062,1.2435561,-0.03774247
0.017406274,-0.07498848,0.5900875,-0.053689007,-0.009125906,-0.017134275,0.04793366,1.1725543,0.16835311,-0.0012063514
-0.038355865,0.035445686,0.05598165,0.00082722213,-0.09794941,-0.0072290516,0.018449396,-0.7493846,1.7481773,-0.029938016
0.039957646,-0.040210433,-0.41236296,-0.015473401,0.018462831,0.005639456,0.034920357,1.3073989,0.23441346,-0.023329996
-0.02081535,-0.04983938,0.2960499,-0.0039912,-0.04897812,0.0015503429,0.027125865,0.8888488,1.2222939,-0.023530455
-0.033836436,-0.02819173,0.26457602,0.004543734,-0.038291708,0.008562798,0.02698582,0.5143353,0.88281494,-0.011739029
0.016933132,-0.09905558,0.49838373,-0.025567943,-0.041265838,0.025288887,0.011785659,1.7481073,1.3800361,-0.010695745
-0.00757453,0.002742922,0.3059628,-0.012092151,-0.010229709,0.010987144,0.03102874,0.04038693,0.11659345,0.005846143
-0.09811706,0.09600968,-0.08625201,-0.0666798,-0.07603787,-0.14379373,0.0175848,-1.8543217,-0.23711291,0.033104412
-0.007961708,0.026325703,0.10205766,0.015032664,-0.061923154,0.027542524,0.02554413,0.10668355,-0.15835705,-0.04913497
-0.019696957,0.005999497,-0.054269217,-0.0035540177,-0.040198557,0.013338428,0.014142078,0.36818996,0.2790991,-0.022532197
-0.046351396,0.024982989,-0.20344716,-0.025472902,-0.14361307,0.034070186,0.02222193,-1.2514466,2.0850437,-0.027151287
-0.04435624,0.028948579,0.027804058,0.0038891286,-0.018188104,0.0048426874,0.0349381,-0.24728328,0.24504651,-0.04096592
-0.029205477,0.011390652,0.23965704,0.0074820556,-0.026380822,-0.016278964,0.009378627,-0.43707636,0.06419879,-0.0033138916
-0.081857756,0.017628673,-0.21513721,0.0029950887,-0.15990995,-0.015287135,0.018009808,-1.4983921,1.679497,-0.00013793074
0.026621286,-0.06768349,0.8700454,-0.1393166,-0.0078441715,-0.060310837,0.02894197,2.0300875,0.5081043,0.051218234
-0.02526968,-0.03320244,-0.08392278,-0.009950916,-0.004834215,-0.002236899,0.0343985,0.88023686,-0.0028299503,-0.02192718
-0.006513295,-0.0665371,0.31931555,-0.015514807,-0.029808301,-0.00049886294,0.023645777,1.3322343,1.0371,-0.0065880865
-0.10398391,0.015679762,-0.28167894,-0.015165791,-0.18117012,-0.055524178,0.028242353,-1.8532176,1.4097167,0.018801253
-0.082980454,0.0051740333,-0.78592014,0.010148201,-0.12987481,-0.041856296,0.024163404,-1.2127597,0.5066248,-0.0024994798
-0.073341325,-0.1562245,2.7270534,-0.10708015,-0.024047308,0.0111112,0.077322856,0.9294647,-0.08432053,0.06553189
-0.0022830488,-0.050150674,0.81178147,-0.011136274,-0.07314195,-0.0045522153,0.048331115,0.79495233,1.5265499,-0.019671777
0.046774402,-0.0144605255,0.12925301,-0.03756746,0.0019270834,-0.004973553,0.063586235,1.0888717,-0.105485365,0.012543485
-0.070007876,-0.0008941237,-0.30277747,0.01685364,-0.13594878,-0.080206424,-0.016828462,-0.90726656,1.3466603,0.0036493652
0.04767062,-0.059452042,0.28719768,-0.06389928,0.002723651,-0.038168117,0.031576466,1.3943788,0.30827123,0.0009609014
-0.06592734,0.027127866,-0.244106,-0.015414992,-0.14477023,-0.026893433,0.02357126,-1.7303777,1.8987099,-0.0065257438
-0.105401844,-0.020897415,1.5663661,-0.069301076,0.02971006,-0.033086136,0.037619762,-1.4875584,0.6699554,0.027870119
-0.018833296,-0.04412368,0.6326799,-0.009651955,-0.07665039,-0.006556974,0.026451606,0.7086537,1.4570059,-0.024229774
-0.034468625,0.0023642946,-0.0390172,0.013004981,-0.08596814,0.023342837,0.019999681,0.058032062,0.7712708,-0.024775125
-0.030946774,-0.0001109452,0.037570536,0.013773855,-0.010592697,-0.014741372,0.037215896,-0.52107096,-0.14564723,0.024958093
-0.036257595,0.03447457,-0.18900818,-0.03180169,-0.114830144,0.0026429798,0.014019178,-1.0875821,1.6667875,-0.01502769
-0.06458601,0.054865275,-0.12252664,0.009911222,-0.018760119,-0.028089529,0.021960575,-0.54722553,-0.28472745,-0.0100447405
-0.04283655,0.06404582,0.056077562,-0.059794128,-0.13372855,-0.059467435,0.034338176,-1.2093992,1.7249339,0.002881039
0.041614164,-0.026621856,-0.37364277,-0.044526406,-0.034903515,-0.003896201,0.07005496,1.029924,0.64910316,0.03010111
-0.048217107,0.032234043,-0.027663864,0.001864058,-0.0422874,0.0073253475,0.024961105,-0.1658475,0.19741547,-0.018535038
0.022866113,-0.03779753,0.20245755,-0.035353627,0.026039438,-0.019199872,0.058782693,1.3085409,-0.4293151,-0.0043862797
0.040896095,-0.056465425,-0.35639426,-0.059137218,0.018899059,0.0031051524,0.079882465,2.0356343,0.6746568,0.0069846734
-0.122976616,0.012965535,0.093134746,0.031196158,-0.11848416,-0.0041973013,0.033959985,-1.0155737,0.06362756,-0.03685812
0.01791013,-0.11386706,0.5193836,-0.103095226,-0.04643035,-0.01533125,0.011571032,1.9676491,1.0051066,-0.009547216
-0.001497675,-0.0478529,0.635291,-0.013327746,-0.05636657,-0.012220973,0.025313893,0.929873,1.3167566,-0.022982862
-0.024918701,-0.04421239,0.1619673,0.003225727,-0.06405171,-0.0032116845,0.035699032,0.72457963,1.4212682,-0.037498564
0.003532968,0.069513515,0.41451344,-0.009273731,-0.1571723,-3.3775344e-05,0.053616248,-0.77706075,2.832966,-0.069330975
-0.015477287,-0.017792564,0.5494963,-0.024459463,0.014339691,0.011653475,0.039522752,0.86477405,-0.3627597,-0.000708051
-0.014561772,-0.039707344,0.054613136,0.017517783,-0.1670842,-0.032881275,0.04089129,0.6978796,3.0938034,-0.12283766
0.11385154,-0.03172082,-0.3307077,-0.03570243,0.07976627,0.03132473,0.037934482,1.3696223,-2.2307727,-0.02271058
