0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.04441471,-0.047196154,-0.020352054,-0.08267519,0.073052555,-0.122875854,0.014367885,0.010399493,0.1396815,0.12719975,-0.043481547,0.1551436,0.11337032,-0.07584045,-0.06992329,-0.10037604,-0.11954317,0.17240596,-0.18402937,-0.29801175,-0.09500353,-0.11987745,-0.11949123,0.2636936,-0.008842829,-0.21548933,-0.05508125,0.08451762,-0.13703445,-0.11917951,-0.040961344,-0.008277137,0.025549918,-0.24870615,0.17333853,0.050132554,-0.097820945,0.17316857,-0.11697904,-0.1534986,0.0061011887,-0.08877586,0.20045157,0.0011867911,-0.061514735,0.18189621,-0.21333659,0.020349339,-0.131649,-0.118793525,-0.031237556,-0.2699199,-0.14663325,0.06221515,-0.16498074,-0.1788701,-0.10179501,0.08041465,0.20851004,-0.031832565,-0.17716901,-0.14034343,-0.012561706,0.04550211,-0.34341672,0.20250592,0.0735856,-0.08239651,-0.007332046,0.040060855,-0.09452807,-0.13610798,0.027845033,0.20027822,0.05078853,0.007681741,-0.16919301,-0.034934904,-0.1458189,-0.16479564,-0.1909968,0.20533322,-0.11535664,0.14528182,-0.031226093,0.11074753,-0.08691602,-0.02760693,-0.07439146,-0.04815854,-0.19593953,0.18118146,0.053973317,-0.04217769,-0.114402816,-0.35028586,-0.012548143,-0.3598278,-0.15734538,0.028445171,0.008823375,-0.030438706,-0.026492402,0.034564447,0.037781227,0.10401735,-0.1873629,-0.065396644,-0.096428685,-0.3849563,0.14450002,-0.14670345,-0.079796515,0.083513424,-0.21456124,0.06408765,-0.19710633,-0.13797817,0.08581378,-0.03850419,-0.14236706,0.019132266,-0.3110912,0.042817995,0.07947661,0.16373011,-0.022704022,-0.12836479
-0.113950625,0.046173103,-0.013224925,-0.022650065,0.0036349776,-0.042410556,0.026137013,-0.10045206,-0.09893122,-0.052004702,-0.016607692,0.07250535,-0.07340665,-0.076939166,-0.055477183,0.0038159955,-0.014737953,-0.028019177,-0.037448116,-0.04004615,-0.09993636,-0.0691193,-0.12611237,-0.12318891,0.062560365,0.016872674,0.03381473,-0.019563265,-0.13339946,0.051283725,0.0074142297,-0.07152225,-0.06457441,-0.05341078,-0.05221237,0.01545351,-0.062217023,-0.02945799,0.0005842078,-0.0070514097,-0.058674652,-0.0031547847,0.055154502,-0.045232013,-0.018711532,-0.057054978,0.023389686,0.02895894,0.052061733,0.06580819,0.06344001,0.0037346235,0.04648521,-0.1218313,-0.07103792,-0.09251827,0.026469307,0.03759266,-0.052425362,-0.064744785,0.048497513,-0.01762631,-0.08465695,0.007174044,-0.091523,-0.06577656,-0.07175213,-0.12766458,-0.104913674,0.019322535,0.024269354,-0.048458964,-0.06736096,0.022142544,0.02602411,0.0367177,-0.087743275,0.021362424,-0.07680839,0.05113743,-0.021202782,0.03721877,-0.020604454,0.02711304,-0.06933661,-0.08529506,0.034245916,-0.05648095,-0.038876656,0.033429403,-0.06520787,-0.09149519,-0.108798444,0.02811335,-0.093509555,-0.03102128,-0.104735784,-0.055435568,-0.098072216,-0.0072391834,-0.0066734715,-0.03332395,0.014885747,-0.0066754986,0.01998753,0.077586286,0.00985604,-0.058301978,-0.041302472,-0.043394543,-0.04411893,-0.021099603,-0.063066505,0.017645666,-0.10686741,0.021279436,-0.0410113,-0.09536545,-0.0012214811,-0.09841394,0.04567412,0.019862495,-0.028952517,-0.10679577,0.026445277,-0.1021132,-0.031416427,0.031650282
-0.047535755,-0.36887243,-0.024965502,-0.0813163,-0.006344911,-0.10671672,-0.12512814,0.051638596,-0.054191303,-0.12080338,0.075515114,0.07873925,-0.0034107016,-0.03690534,0.06760185,0.13230127,-0.26629552,-0.12560298,-0.0125604,-0.001631509,-0.24367332,0.10622281,-0.24876128,0.059943087,0.002881786,-0.094923854,-0.40645146,-0.028404372,-0.20352373,0.15867053,0.025422582,-0.1858752,-0.016308477,0.12518515,0.042489674,0.08088802,-0.19038118,-0.21219105,-0.25230035,-0.0398237,0.045264985,-0.020939294,-0.05937849,0.033691205,0.27700675,-0.36136988,0.043565236,0.19947778,0.19765823,0.013411287,0.0041616946,-0.09015133,-0.035577603,-0.08944,-0.20424147,-0.10608447,-0.009493006,0.15165041,0.035254832,-0.21747436,-0.014850018,0.01939432,-0.09484328,-0.046657298,-0.14292377,0.09265132,0.09609322,-0.15663695,-0.06634867,-0.0047042496,-0.12846392,0.11496296,0.11991609,0.09772265,-0.26759565,0.15268464,0.032841995,0.2558794,0.12395994,-0.026178436,-0.3058021,-0.05874642,-0.008857124,0.012446718,-0.022846885,0.14703679,-0.046945244,-0.020572912,0.044172924,-0.1300129,-0.22878401,-0.26061943,-0.03996281,-0.32901746,0.011596682,-0.10313683,-0.03603019,0.11032258,-0.192673,0.0088183675,0.101517454,0.03087941,-0.039917953,-0.017492002,0.16534884,-0.010354191,0.027202524,-0.043957826,-0.039002776,-0.0793604,0.0057705026,0.14579797,0.01487811,0.10211527,0.015173033,0.021088345,-0.18455093,-0.2677978,-0.0640893,0.06261777,0.104510404,-0.051810473,0.03930412,-0.0901608,-0.07098043,-0.1612624,0.15919985,0.15437941
0.038736325,0.023432473,-0.008646758,0.02805315,-0.15923902,0.0100421,-0.10536936,0.10166498,-0.2280555,0.03756573,-0.07902345,-0.081424035,-0.031607542,-0.19619955,0.055069312,0.028506255,0.02028039,0.01591648,0.18153802,-0.056881245,-0.011776988,-0.29517743,0.16368267,-0.0733379,0.01729623,-0.33299524,-0.022549404,-0.27073714,0.099144466,-0.43774632,0.10938019,0.03438051,-0.12663695,-0.059402883,-0.005839413,-0.07841104,-0.0024715608,0.018582644,0.011939062,0.11051804,-0.20729268,0.059924062,-0.3788433,-0.09547969,0.041731525,0.31568396,0.10644049,0.22592033,-0.25353694,0.0212935,-0.15550116,-0.003089106,0.10966652,-0.17381638,0.11086774,-0.37318802,0.030516258,0.12787002,-0.11272286,-0.069895916,-0.4364084,0.0643448,0.059779853,0.09774785,-0.021500949,-0.04333522,-0.0381568,-0.037617985,0.020927474,0.10293229,0.09795211,-0.2721328,0.031973507,-0.16739845,0.23806174,0.018665742,0.043411326,0.25196394,-0.061676823,-0.17827249,0.092081256,0.030334873,-0.05639057,-0.08517717,0.09222968,-0.029102689,0.23859154,-0.0820025,-0.032165494,-0.118984066,0.022258304,-0.49547005,-0.06019642,0.009344286,-0.07583485,-0.1323546,-0.03629611,-0.187015,0.026158102,0.11434467,0.14428082,-0.12140339,-0.04383701,-0.006153969,-0.05148831,-0.045948263,0.010250372,-0.14311115,0.026869737,0.07761432,0.00036359692,-0.12749736,-0.19917439,-0.15822235,-0.019094337,0.17710973,-0.2102389,-0.0153854955,0.005307215,0.041470274,-0.15024188,-0.05575916,0.09180656,-0.04219757,-0.52133715,-0.4452271,-0.018430356,-0.009736062
0.054513652,0.030422032,-0.033970818,-0.051561996,-0.024652494,0.0023137466,-0.06806837,-0.09546543,-0.03577486,0.07339626,0.01480962,0.05183797,0.055135585,-0.01862626,0.013000849,-0.03993679,-0.042019945,-0.035452843,-0.06616192,-0.049036343,-0.047749575,-0.041256417,-0.08116951,-0.03110145,0.04269006,-0.026585422,-0.035650853,-0.0050145844,0.03998736,0.06802968,0.035142623,-0.07100019,0.0029943984,-0.0432316,-0.02624843,-0.032442793,-0.050747644,-0.059012398,-0.043179844,-0.04860818,-0.02106893,0.007397698,-0.038291242,0.049465246,-0.023967655,0.065293096,0.017680423,-0.0007432584,-0.009693884,-0.036803328,-0.010899154,-0.07933492,0.044082835,-0.022126984,-0.06880479,-0.03282922,-0.045921315,-0.09064861,-0.06826616,-0.08027319,0.058778577,0.055939876,0.027361121,0.03818092,-0.09788623,-0.07452863,0.026157608,0.028208526,-0.022820633,0.02684752,-0.071335815,0.02537777,0.01060286,-0.06909674,-0.04981568,0.023258766,-0.049166016,-0.0918252,-0.053942088,0.01907838,0.028750738,0.0005428019,-0.10273722,0.03954001,0.059434954,-0.07358159,-0.051164567,-0.017199747,-0.05122922,0.053310838,-0.08720819,-0.024441803,0.052834842,0.058930002,0.043385785,0.06943666,-0.107345015,0.0060904296,-0.028717767,-0.06182928,-0.087829456,-0.07443549,-0.04358914,0.017067878,0.06821352,0.052935146,0.0144565,-0.020579638,-0.069743924,-0.05585601,-0.06719191,-0.026311703,-0.09556492,-0.08565022,-0.061820474,-0.10477185,0.030835072,-0.056298196,0.044966444,-0.061021157,0.04917118,0.017896542,0.038001366,0.00061308,-0.0760375,-0.030039318,-0.0028326667,-0.06495273
0.064349085,0.094367355,-0.071292035,0.03367011,-0.11468314,0.06291701,0.10824581,-0.026549192,-0.20185043,0.06594643,-0.039716832,0.07328211,-0.098288715,0.048420414,0.038507998,-0.168375,-0.081903934,-0.080843784,-0.012394109,-0.25110614,-0.10022923,-0.16026005,-0.031166244,0.02138318,-0.014015177,-0.035304144,-0.15487765,0.17964357,0.07130307,-0.027975729,-0.1490799,0.118001945,-0.034867253,-0.066780314,-0.04621319,-0.10685089,-0.057812788,7.755566e-05,-0.05224815,-0.086187966,-0.039333694,0.040473,0.03546449,0.017776553,-0.07618221,0.06666965,-0.03992695,0.03929441,-0.19694868,-0.035473738,0.0056807245,-0.137301,-0.025255205,-0.08763346,-0.009425433,0.2327687,-0.010143,-0.072880395,0.0066586644,-0.044832002,-0.007871496,-0.07113482,0.04621236,-0.2920465,0.055155285,-0.16836424,0.064908944,-0.29953635,0.05022745,-0.0075120362,0.017087994,-0.09777261,-0.11080617,-0.009183089,-0.033291508,-0.09442105,-0.094703384,-0.026394866,-0.36936533,-0.08000778,-0.103892766,0.049104113,-0.10824352,-0.18018238,-0.107035644,-0.08003945,-0.12327929,-0.08727618,-0.028373372,0.048681814,0.030069154,-0.24462876,-0.08188372,-0.026577033,-0.2148116,-0.25338086,-0.022688383,-0.015038874,-0.14239967,-0.124666125,-0.143439,-0.0027470249,-0.24489103,-0.21594238,-0.04344802,0.040839247,-0.09507116,0.14186718,-0.010247252,-0.23473293,-0.03845206,-0.003569321,-0.24585763,-0.019184992,0.046286,-0.04119818,0.10447513,-0.15377967,0.07794628,0.025017995,0.089679286,-0.0796674,-0.06918425,-0.025023451,-0.2431826,-0.052664135,-0.01449904,-0.037873134
0.101360135,-0.02707136,0.053162534,0.074520774,0.036531422,0.02382206,0.0040523703,0.09056106,0.2518139,-0.00580175,-0.13275194,0.061163392,0.011207479,-0.31728214,0.06819332,0.18284965,0.17654493,-0.05673003,-0.16951634,0.06011378,0.052662406,0.15839186,0.06283902,0.00937101,0.078159474,-0.27239442,-0.20304838,-0.058369104,0.22060145,0.0452568,-0.012994798,-0.045171577,-0.1400033,-0.03421644,0.052338205,0.0039315447,0.024315478,-0.09939503,-0.012869391,0.04639357,-0.20666154,0.070976235,-0.22774047,-0.20072019,-0.031412847,0.11395329,-0.09544519,0.21702462,-0.2679591,-0.056409914,0.33910877,-0.07415497,-0.009571069,-0.027298108,0.035916794,-0.17399731,0.14235535,-0.20306665,-0.15055466,-0.017997576,-0.015297335,-0.029457275,-0.0007660198,-0.054012608,0.3792707,-0.06679572,-0.10202585,-0.0017119149,0.226914,-0.07636733,0.22424157,-0.2954372,0.19574803,-0.063532576,0.27908647,0.11946135,-0.13255824,0.113211185,-0.0891614,-0.09504126,0.29920936,-0.22464904,0.2879765,0.17503239,0.042141274,-0.0045088734,0.042193133,-0.012585958,0.07132599,-0.20426159,-0.039940298,-0.05219005,-0.0024115988,0.22783181,-0.07852032,-0.16903186,0.061866317,0.27629468,-0.044041708,-0.009033065,0.1370688,-0.07290865,0.05153232,-0.0077283867,0.18011026,-0.011686934,0.13149834,0.0004976654,0.023171445,-0.3627317,0.004968868,-0.0568344,-0.06665529,-0.17120032,0.011072539,0.0018094648,-0.061175186,0.10236828,0.00758708,-0.13992172,-0.080781035,-0.018365767,0.09639806,0.0937039,-0.00035238682,-0.19315977,0.046286747,-0.00618081
-0.06879874,-0.013636337,-0.06360007,-0.071060225,0.039730128,-0.10771024,-0.0854781,0.03878293,0.00042455064,0.02530901,-0.0036232467,-0.09794191,0.00990636,-0.107726954,-0.0671378,0.08913122,-0.002562846,-0.06731877,0.104613714,-0.09716427,-0.09612922,0.001480508,0.035617907,-0.05056993,0.043004025,-0.050511602,-0.085222125,0.049599227,0.0041816463,0.046791203,-0.06865932,0.030960979,0.02544013,-0.06374634,-0.08934477,-0.014629131,-0.028019505,-0.11056143,-0.09710449,0.031759858,-0.026874295,-0.08240849,0.064055115,0.07105091,-0.04628224,-0.012511348,-0.07121326,0.011355144,0.023929534,0.0380036,0.07123189,-0.066263445,-0.06314199,-0.13928665,0.0047347355,0.016647687,-0.07952329,0.005891251,-0.09998499,0.009368204,0.015230554,-0.097785294,-0.065117046,-0.11080829,-0.069014415,-0.06467771,0.037181012,-0.023994707,-0.01703068,0.06446669,-0.08617068,-0.0044961725,-0.028820312,-0.00939685,0.011440586,-0.112939745,-0.009165456,-0.01200114,-0.038361743,0.004162198,0.039147664,-0.018896427,0.052466374,-0.09027834,0.017159678,0.053434562,0.03307966,-0.094580024,0.026738081,0.010803551,-0.03164872,0.028760204,0.022255694,-0.0011776702,-0.10737646,0.0067026047,-0.1400255,-0.069050446,0.049736824,-0.06803965,-0.07172715,-0.05456906,0.0564652,-0.046196215,-0.069728024,-0.06877774,-0.09543161,-0.010937861,0.017225547,0.040431138,-0.038273588,-0.061560236,-0.09140969,-0.0013861351,-0.09480259,0.005483148,-0.056572817,-0.0024122228,-0.03974891,0.0178486,-0.029877147,-0.09622472,0.0037061747,-0.041223094,-0.018670991,-0.045204513,-0.08577778,-0.088518485
0.061484333,0.11229367,-0.037254106,-0.3280223,-0.023441155,-0.3058649,-0.22447197,-0.026362631,-0.2509549,0.16101226,0.032253414,-0.13923413,0.15446022,0.06726805,-0.046354085,0.006063565,-0.20034052,0.055057473,0.13360855,0.0015543222,0.035242606,-0.0060351784,0.01659772,-0.2889029,0.073243834,0.046350427,0.014066384,-0.12128622,-0.1700703,0.16184048,-0.08721825,0.10590833,0.021329908,0.10787344,0.08306892,-0.010334356,0.02621381,-0.096438095,0.116665885,-0.0693186,0.04243679,-0.10305921,0.09279341,-0.5519632,0.030388005,0.111724414,0.039044507,0.036856692,0.14928827,0.07361982,-0.585961,0.03138286,-0.074286245,0.015378415,0.064657405,0.10549703,-0.07324784,-0.11678134,0.009082475,0.012826465,0.053491894,-0.4287173,0.04384203,0.08877478,-0.22603449,0.023862172,0.056928873,-0.025477452,-0.22867398,0.107583806,-0.13516404,0.04318208,-0.1278001,0.16229723,-0.31228897,-0.22067617,0.0102065625,-0.093625806,0.06878499,0.100730136,-0.01245152,-0.0074203135,-0.026019327,-0.077427134,-0.02516557,0.10674561,-0.20429799,0.028200937,0.046767764,-0.025216235,0.07127636,0.057191055,0.18413053,0.25657973,0.01629938,-0.015005398,-0.028959164,0.06985013,-0.008438948,-0.09779635,0.0043384954,-0.16199099,-0.09854581,0.03028771,-0.13209802,-0.15949853,-0.19290446,0.017416717,-0.186913,0.320531,-0.042735986,0.14676122,0.16523802,-0.10232698,-0.08254321,-0.07917079,0.09846731,0.024148136,-0.1631814,-0.018721098,0.029546522,0.055445448,-0.13817783,-0.06187224,0.02158144,0.018051466,-0.27102312,-0.051815454
0.008764762,0.008756287,-0.089921966,0.063727275,-0.17543882,0.085483596,0.13664198,-0.024656007,-0.09732077,0.10757736,0.07251641,0.0112044765,0.1670847,-0.35031536,-0.22261484,-0.01638595,-0.18992822,-0.26747498,-0.12251794,-0.16797431,0.004177836,-0.2656169,-0.18254744,0.18114808,-0.21044452,-0.4478046,0.03800343,0.014952285,-0.15937278,0.04464683,0.029324232,-0.41038495,-0.0061962903,-0.03639934,-0.055485085,0.043246306,-0.0005615807,-0.07860686,-0.20909227,0.15147321,-0.29132918,0.1374461,-0.10545836,-0.11302037,0.30389974,-0.19302173,-0.05665987,-0.17369308,-0.16762309,0.16334544,-0.100738265,-0.312804,-0.3426486,-0.22283486,-0.057200976,-0.0034755934,0.12931257,0.17991823,0.023514198,-0.12991197,-0.5929991,-0.11364074,-0.07155992,-0.00996222,0.24954964,0.005209665,-0.09701629,0.09667745,0.20037678,-0.08022741,-0.035659708,0.011726008,-0.10445988,0.15866446,0.35297206,-0.069425784,0.13092132,0.04005073,-0.18785924,-0.00837568,-0.3310953,0.16552415,-0.012573085,0.028424732,-0.052477222,-0.019647561,0.10978717,0.007329422,-0.024630371,-0.40844524,-0.087736845,-0.2025466,-0.30427027,0.16799897,-0.14575769,0.11655965,0.00238425,-0.34838808,-0.2236057,0.025751095,0.30226386,-0.147408,-0.077799,-0.18776396,0.008834901,-0.16429572,0.09600331,0.10591053,-0.3099795,-0.19912808,0.10079035,-0.1753139,0.057835788,0.018819135,0.08552805,-0.11361797,-0.34875634,0.045819584,-0.52305406,-0.21771166,-0.038961615,-0.067874625,0.13586918,0.21971254,-0.047299877,-0.10142584,0.028502136,-0.16908364
