0,1,2,3,4,5,6,7,8,9
-0.07378455,-0.40765223,-0.023783378,-1.4015163,0.00015741959,-0.09390132,-0.017432397,-0.033538215,0.30112696,-0.08299123
-0.054998238,1.7486889,-0.024776867,-0.62862253,-0.011918085,0.008019291,0.009019293,-0.019428106,-0.96835494,0.042686284
-0.047976974,0.79281086,-0.0004511997,-0.52355605,-0.02618067,-0.0011982364,0.016824346,-0.015105916,-0.05627101,-0.017332913
-0.049787775,0.95550364,-0.0019535832,-1.4085735,-0.087686375,0.034426667,-0.02622221,-0.06151532,0.549523,-0.017235111
-0.061072093,0.46987358,0.018984202,0.22626632,0.0028651468,-0.040622696,0.035969738,0.027384117,-0.82935333,-0.008395776
-0.067239046,-0.7013089,-0.042803258,0.50943154,-0.012218609,0.033781778,0.0110351,0.0035380088,1.1173334,0.04641562
-0.04798307,1.1875294,-0.0108052455,-0.54700273,-0.029788427,-0.00042219693,0.008025851,-0.015132485,-0.72357327,0.014027327
-0.042028137,1.8591832,-0.03623132,-0.14054197,-0.04054343,0.026261225,-0.029699888,-0.05089765,-0.7838092,0.02743727
-0.101380534,1.5185938,-0.009919349,-1.514321,-0.07204391,0.007471845,-0.029704098,-0.014913555,-0.5011245,-0.037508197
-0.05183398,-1.2106705,-0.029962689,0.0016622692,-0.032624103,0.013304733,-0.0071306936,-0.012072146,0.21401301,0.015097406
-0.053122874,0.4235706,0.022098597,0.056914262,0.025760405,-0.024002805,0.044952016,0.006975256,-0.9425459,-0.027256895
-0.025665687,-0.7858671,0.039363485,0.22320864,-0.0154131325,-0.0565872,-0.0016920194,0.010914803,-1.2488065,0.03893073
-0.056630924,-0.14696461,0.01523206,-0.8964739,0.005101111,-0.04255114,0.015707713,-0.014662065,-0.005129434,-0.024349658
-0.021208405,1.2019436,0.03338981,0.7408431,-0.013581697,-0.04077436,0.022340406,-0.03735587,-2.655749,-0.04521383
-0.031524207,1.2180396,-0.016475484,0.30927977,-0.025386203,-0.007480957,0.0008250773,-0.011084173,-0.40246332,0.021332704
-0.049770012,-0.22213325,0.021865297,-1.329813,-0.019521918,-0.030274522,0.004248023,-0.025692677,-0.3174399,-0.060485404
-0.038814515,1.1040872,0.01289406,0.9143762,-0.028597027,-0.01792764,-0.00089022145,-0.049375713,-2.0140405,-0.008728657
-0.006213825,0.8989155,0.074398264,-0.29861432,0.017248813,-0.038688403,0.08132759,-0.00716893,-2.4130747,-0.081653595
-0.046398327,0.076178715,0.026079025,-1.1028932,0.0060302056,-0.022433978,0.030238684,0.0059552416,-0.28362015,-0.029742485
-0.06847517,1.414401,-0.024779158,-0.9041137,-0.052619293,0.0140219815,-0.006766651,-0.02776641,-0.45745373,-0.0065670796
-0.050596796,1.2343897,0.00883374,2.2776139,-0.08307928,-0.025632862,-0.041458186,-0.13631102,-2.7689908,0.0029162169
0.015846409,-0.7724025,0.03522757,-1.1053053,-0.029997945,-0.054146882,0.03761624,-0.034900803,-2.109332,-0.09532411
-0.09172742,0.7588573,0.058654357,-2.1752894,0.004167773,0.02964076,0.017854717,-0.03225588,-1.3223034,-0.072128475
-0.0136021525,0.9147237,0.06047334,0.2840207,0.005865328,-0.030089386,0.055805776,-0.023468345,-2.5820723,-0.063760184
-0.04126422,1.494179,-0.020818632,-0.36126333,-0.04215379,0.00678727,-0.013174158,-0.021033397,-0.6684134,0.017637238
0.0421794,-0.49754378,0.038986724,-0.6092049,-0.009807086,-0.03638084,0.054058652,0.0051599517,-2.1301467,-0.059134025
-0.03795783,0.8404071,0.02309731,-1.1530191,-0.017520666,0.0001669447,0.033626918,0.0031679645,-1.1509066,-0.02655839
-0.038998052,0.7307165,0.0066246614,1.513939,-0.060827557,-0.020841755,0.011952311,-0.046260297,-2.4210896,-0.030389749
0.08784469,-0.94510984,0.054778505,0.01996053,-0.09120987,0.09424817,0.06244867,-0.03192232,-3.756665,-0.042928904
-0.06428387,1.0134735,0.022113997,-0.35109353,-0.016453337,-0.008100623,0.030236494,0.0072855093,-0.98573446,0.010876931
-0.063247584,-0.26382652,0.023495112,-1.0650308,-0.007629767,-0.039286617,0.01301378,-0.019983783,-0.22146553,-0.02757569
-0.0471673,-1.4172958,-0.0045314766,-0.37771577,-0.04380852,0.014489915,-0.027052239,-0.010873146,0.20468643,0.043730333
-0.027392784,0.9191957,0.007931057,0.6507945,-0.0128227845,-0.025361914,0.009787362,-0.025803631,-1.6829823,-0.006328739
-0.06692209,-0.2082077,0.033449996,-1.6223725,-0.008179266,-0.03799582,-4.0542334e-05,-0.019669063,-0.33652687,-0.08820304
-0.024781771,0.55589813,0.020066272,0.4333178,0.023104649,-0.019686434,0.05727377,0.0026000962,-1.8478469,-0.017028831
-0.14584273,0.06661308,0.035991404,0.7588945,-0.029872134,0.020308994,0.031367872,0.0495195,2.0222592,0.031369805
-0.063348606,-0.20558496,0.016471107,-1.1265587,0.0021254718,-0.034387495,0.017998125,-0.023721512,-0.25633878,-0.05545564
-0.039571296,0.3814436,0.031304065,0.29049927,0.018132836,-0.034692116,0.028183918,0.012064613,-1.3760426,-0.020828897
-0.045029454,0.012287486,0.061029796,-0.18325275,0.07854736,-0.037888926,0.041673448,0.023900554,-1.1047494,-0.0017571971
0.031497642,-0.5871799,0.020034302,-0.8860726,-0.03576196,-0.054020934,0.026671056,-0.040745426,-1.8789302,-0.085504204
