0,1,2,3,4,5,6,7,8,9
0.013706997,0.13005581,-1.394775,-0.024688318,0.077981845,0.045029722,0.013092567,-1.2174555,-0.4044262,0.93503416
0.0027548983,0.14348264,-1.2674998,-0.023032272,0.095831834,0.042542953,0.014035026,-1.146529,-0.37445453,0.9901434
0.0061680474,0.14024128,-1.2782363,-0.022847295,0.09091212,0.041694812,0.013090083,-1.1476986,-0.37494475,0.9767001
0.024797363,0.086399876,-2.5795796,-0.025353428,0.052722394,0.077294506,0.031482123,-2.0531974,-0.7339772,0.63316333
0.0041514058,0.1434814,-1.2263831,-0.022702325,0.094142534,0.04143835,0.013467744,-1.1144493,-0.3624501,0.9878896
0.0343181,0.07924501,-2.5283096,-0.025073797,0.039059076,0.07343247,0.028580893,-1.9933697,-0.7140536,0.60320395
-0.0047998503,0.114692286,-2.614773,-0.026686464,0.0984483,0.08585136,0.038289923,-2.1500835,-0.7640422,0.77133274
0.012776056,0.13768658,-1.2290853,-0.02325031,0.084256634,0.039863866,0.012505567,-1.101138,-0.35789266,0.9688489
-0.019087711,0.15293919,-1.7346165,-0.026463205,0.12629299,0.0697848,0.030449588,-1.5545801,-0.5281468,1.0212243
0.041774236,0.07072303,-2.562595,-0.024986615,0.024780838,0.07159306,0.024693351,-1.9947586,-0.7162016,0.5699054
-0.008165946,0.15383002,-1.4901654,-0.02577855,0.11493983,0.056006145,0.022386894,-1.3472778,-0.45013547,1.0435312
-0.0029924214,0.11733917,-2.4972203,-0.027350485,0.09676187,0.08345342,0.035490222,-2.0597484,-0.729365,0.8073908
0.017053317,0.08724955,-2.8042357,-0.026187342,0.060862564,0.085741445,0.03494018,-2.2304893,-0.79989684,0.64535844
0.017317701,0.13274829,-1.1329367,-0.022121038,0.073754504,0.03529889,0.0093502635,-1.0168232,-0.32717556,0.93298614
0.025091479,0.12051157,-1.3102709,-0.024410285,0.061327595,0.038995303,0.008862241,-1.1315372,-0.3737075,0.88465005
0.02136207,0.08155787,-2.8601274,-0.026347209,0.05484996,0.08576043,0.035659533,-2.258551,-0.8118574,0.6128861
0.015534207,0.13313949,-1.1717441,-0.022564646,0.07574336,0.037261456,0.010010142,-1.0489266,-0.33975825,0.9371005
